{:generation 0, :program (:string_parse_to_chars :string_butlast :string_concat :string_reverse :string_replace_char :boolean_not :string_nth :string_rest :string_indexof_char true :string_remove_char :in1 "" :string_occurencesof_char :exec_dup (:string_iterate (:integer_subtract :boolean_or :string_concat :string_drop :boolean_or :string_iterate (:string_contains_char :boolean_not :string_butlast :string_take :boolean_eq "G")))), :runtime (0.0031817599999999996 0.0031043079999999996 0.0031982760000000003 0.003253908000000002 0.031317096 0.0032623960000000016 0.0031380920000000003), :total-error 2, :amalgamated-error 2.050455836}
{:generation 134, :program (:string_butlast :boolean_or :string_reverse :boolean_and :boolean_or :boolean_and true :string_contains :boolean_or :string_replace_char :string_contains :string_take :integer_add 0 :integer_add :string_contains :string_rest :in1 :string_rest :string_from_char :string_parse_to_chars :boolean_or :string_from_char :in1 "" "G" :string_contains :string_from_char :boolean_eq 1 1 :string_remove_char :string_eq :string_from_char :boolean_not :string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" 1 :string_remove_char :string_replace_char :string_butlast true :boolean_and :string_contains :in1 :boolean_and "T" 0 :string_contains "T" :in1 :string_contains "T"), :runtime (0.003250888000000003 0.0032813080000000014 0.0031402719999999995 0.0025695880000000007 0.0032180679999999997 0.0032881160000000015 0.0032071039999999984), :total-error 0, :amalgamated-error 0.021955344000000005}
{:generation 135, :program (:string_iterate (:string_occurencesof_char :string_contains :string_iterate (:boolean_and :string_parse_to_chars :string_from_char :string_take :string_iterate ("ABCDEFGHIJKLMNOPQRSTUVWXYZ" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains_char false :boolean_and) "C" :string_parse_to_chars) "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" 1 :in1 :string_contains_char :string_drop :string_length "C" :in1 :string_drop :integer_mult :string_nth :string_indexof_char "T" :string_butlast :string_butlast true :string_replace_char :string_length "T" "T" :in1 :string_contains "T")), :runtime (0.0032123879999999987 0.003231995999999999 0.003294712000000001 0.003280500000000001 0.0032069559999999987 0.0032403000000000024 0.0032387479999999996), :total-error 0, :amalgamated-error 0.0227056}
{:generation 136, :program (:string_from_char :string_remove_char "" "" :string_contains :boolean_eq :string_remove_char :integer_add "T" :string_from_char :string_iterate (:integer_eq :string_remove_char :string_contains "G" :boolean_or :integer_subtract :string_nth) 0 :string_length :integer_quot :string_rest "" :integer_mult "" :exec_dup () :exec_dup (:string_eq :string_contains :string_length true :string_contains :in1 :in1 :integer_eq :string_contains :integer_eq :string_remove_char "C" :exec_dup ("T" :string_remove_char :boolean_and :string_reverse :string_indexof_char :integer_eq :string_contains "T" :string_indexof_char :in1 :string_contains :in1 :string_contains))), :runtime (0.0032163519999999983 0.0032083439999999997 0.0031937159999999997 0.00323358 0.0032005880000000003 0.003300096000000003 0.0032167519999999976), :total-error 0, :amalgamated-error 0.022569427999999996}
{:generation 137, :program (:string_indexof_char :string_butlast true :integer_add :string_butlast :string_replace_char :string_indexof_char :integer_add :integer_eq :string_indexof_char 0 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_nth :integer_add :string_contains :string_indexof_char :string_from_char :string_parse_to_chars "T" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char :boolean_and false 1 :string_drop :string_remove_char :string_parse_to_chars :string_concat :exec_dup (false :string_drop "T" :integer_mult :string_drop "T" :string_length false :string_rest true :integer_eq 0 :string_length :string_concat :string_contains_char "T" false :string_iterate (:string_rest :boolean_not :string_contains "T" :string_contains_char "T" :in1 :string_contains))), :runtime (0.003155576000000002 0.0032202760000000015 0.0032081760000000036 0.0032250320000000005 0.0031302679999999994 0.003181532000000004 0.0032402400000000006), :total-error 0, :amalgamated-error 0.022361100000000012}
{:generation 138, :program (:integer_mult :boolean_or true :string_contains :integer_add true :integer_quot :boolean_and :string_drop :string_contains_char 0 "T" :boolean_eq "C" :boolean_eq false "A" :string_take "G" :string_rest :boolean_and false :string_parse_to_chars :exec_dup (:string_concat :string_remove_char :string_drop :string_length :exec_dup (0 "T" :in1 :string_concat "" "T" :string_replace_char 1 :integer_quot :string_parse_to_chars :integer_quot "T" :in1 :string_contains "T"))), :runtime (0.0031885439999999998 0.0032557239999999998 0.0032200399999999987 0.0031663480000000007 0.0032511919999999995 0.003270400000000001 0.0032629479999999977), :total-error 0, :amalgamated-error 0.022615195999999997}
{:generation 139, :program ("" :string_butlast :string_remove_char :integer_add :boolean_and :string_remove_char "C" :string_contains :exec_dup () :string_eq :exec_dup (:string_contains_char :integer_add :exec_if (:string_remove_char :string_take :string_contains "A" :string_parse_to_chars :string_reverse true "G" :string_indexof_char :string_drop :string_contains :string_parse_to_chars :string_concat :string_remove_char :string_length :string_contains :integer_mult "A" :string_contains :string_eq :string_concat :string_contains_char "T" :string_remove_char :string_concat :string_length "T" "T" :string_replace_char :boolean_and :string_iterate ("" :integer_add 1 :string_parse_to_chars :integer_quot "T" "T" :in1 :string_contains 0 "T" :integer_add 1)) ())), :runtime (0.003241712 0.0032254919999999995 0.010022647999999985 0.0032332760000000024 0.003193516000000001 0.0031984720000000012 0.003244676000000001), :total-error 0, :amalgamated-error 0.029359791999999992}
{:generation 140, :program (:string_indexof_char :string_indexof_char :string_reverse :string_indexof_char :string_contains :integer_eq :integer_subtract :string_iterate (:string_contains 0 :string_contains :string_length :string_from_char :string_butlast :integer_quot :string_nth :string_occurencesof_char true :string_contains :string_iterate (1 :string_butlast :string_occurencesof_char :string_replace_char :string_indexof_char :string_reverse :boolean_and :string_occurencesof_char :string_contains :string_contains_char "A" true "A" :string_reverse "T" :string_replace_char :string_rest :string_from_char :string_concat :string_eq :string_nth :string_drop :boolean_eq :string_reverse :boolean_and "T" :string_contains :integer_add :string_contains :string_reverse :string_replace_char :in1 :string_contains))), :runtime (0.0025792040000000003 0.0019087560000000004 0.0019040640000000009 0.0018737800000000002 0.0018249039999999998 0.0018287759999999998 0.0018319759999999995), :total-error 0, :amalgamated-error 0.01375146}
{:generation 141, :program (:string_occurencesof_char :string_remove_char :integer_add :boolean_or true :string_nth :boolean_and :exec_dup (:string_eq :string_contains_char :string_remove_char :string_butlast :integer_eq :boolean_eq :string_take :string_contains "T" 0 "A" :string_reverse :integer_quot :exec_dup (:boolean_not 1 :boolean_and :string_drop :integer_eq :string_parse_to_chars "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_concat :string_from_char "C" :string_length :integer_mult :integer_add :string_contains :in1 "T" :string_remove_char :string_indexof_char :string_length "T" "" :integer_mult 1 :integer_quot "T" :in1 :string_contains))), :runtime (0.002630100000000001 0.001858315999999998 0.0019072560000000004 0.00191932 0.0018444519999999992 0.0018468559999999992 0.0018314080000000003), :total-error 0, :amalgamated-error 0.013837707999999999}
{:generation 142, :program (:string_parse_to_chars :string_length :boolean_eq false 0 :boolean_and :integer_eq :boolean_or 0 :boolean_and :string_contains :string_iterate (:string_take :string_remove_char false "C" :string_from_char :string_contains :string_contains :string_parse_to_chars :string_replace_char 0 :boolean_and :exec_dup (:integer_quot :boolean_or :string_replace_char :string_nth :string_indexof_char :string_iterate (:boolean_or :string_length "A" :string_contains :string_nth :string_reverse :string_from_char :string_remove_char :boolean_or :string_iterate (:integer_eq "T" :string_take :in1 :string_contains :in1 :string_drop 1))))), :runtime (0.0032891760000000013 0.003216791999999999 0.0031874319999999974 0.003229456 0.0023448560000000006 0.0026516800000000004 0.003217708), :total-error 0, :amalgamated-error 0.0211371}
{:generation 143, :program (:string_occurencesof_char :string_remove_char :string_parse_to_chars :integer_add "A" :boolean_or true "T" :integer_subtract :string_nth :integer_add :boolean_and :exec_dup (:string_eq :exec_if (:string_remove_char :string_butlast :integer_eq :boolean_eq :string_take :string_replace_char :string_contains "T" 0 :string_reverse :exec_dup (:boolean_not 1 :boolean_and :integer_eq :string_parse_to_chars :string_contains :string_concat true :string_from_char "C" :string_length :integer_mult :integer_add 1 :string_from_char :string_contains :in1 "T" :string_remove_char :string_indexof_char :string_length "T" "" :integer_mult "T" :in1 :string_contains)) ())), :runtime (0.0033300119999999994 0.003290895999999998 0.0032757959999999984 0.0018729879999999995 0.0018806239999999987 0.0018600280000000003 0.0018464960000000009), :total-error 0, :amalgamated-error 0.017356839999999995}
{:generation 144, :program (:integer_eq 1 :string_contains :integer_add :string_eq :in1 :boolean_and :integer_quot :string_from_char :boolean_and 0 false 0 :string_occurencesof_char :boolean_eq :string_drop "C" :integer_eq 0 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_nth false "A" :string_eq :string_take :boolean_and :integer_add false :string_replace_char :string_remove_char :string_take :boolean_not true false 0 "T" :in1 :string_butlast :string_nth "T" :string_replace_char "" :string_indexof_char :integer_add :string_concat :integer_quot :string_concat "A" :in1 :string_contains :boolean_and :string_concat :string_contains_char "" :string_from_char :integer_add "T" :in1 :string_contains), :runtime (0.0033838159999999996 0.003256084000000002 0.0032294160000000014 0.003192204 0.03312515199999997 0.0032702959999999994 0.0029456960000000003), :total-error 0, :amalgamated-error 0.05240266399999997}
{:generation 145, :program (:integer_quot :integer_add :string_rest :string_reverse :boolean_eq :string_length :string_contains_char 0 false :integer_eq :boolean_eq :string_iterate (:integer_quot "G" :boolean_and) 1 :boolean_and :string_indexof_char :string_parse_to_chars false :in1 :integer_subtract :string_eq :integer_subtract :string_from_char "" :integer_subtract "" "A" "A" :string_contains :string_rest :string_concat "" :string_eq "T" :string_reverse false "G" 0 :string_parse_to_chars "G" :boolean_and "T" :string_parse_to_chars :in1 "T" :string_contains "T" :in1 :string_contains), :runtime (0.003170100000000001 0.003086307999999999 0.003184568000000001 0.0032105959999999983 0.0032443120000000005 0.0032495360000000012 0.0032321520000000003), :total-error 0, :amalgamated-error 0.022377572}
{:generation 146, :program (:string_indexof_char true :string_nth 1 :string_occurencesof_char :integer_subtract :string_parse_to_chars :string_contains :string_contains_char 1 :string_reverse 0 :string_concat :in1 :integer_add :string_take :boolean_and :string_from_char :string_parse_to_chars :string_drop "C" "G" :string_contains :string_contains "G" :boolean_eq :string_nth :string_butlast :integer_quot :string_contains :integer_mult :integer_eq :string_eq :boolean_or :string_occurencesof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1 1 0 :string_reverse "T" :in1 :integer_quot :integer_quot :string_contains "T" "T" :boolean_and :in1 :string_contains), :runtime (0.0032744960000000004 0.003204032000000001 0.0032960360000000005 0.0032517519999999992 0.0031729239999999993 0.003279172000000001 0.0032469439999999994), :total-error 0, :amalgamated-error 0.022725356000000002}
{:generation 147, :program (:string_from_char :string_contains :string_contains :string_reverse :string_occurencesof_char :string_occurencesof_char :string_contains_char 1 "A" :string_contains :boolean_and :exec_if ("T" :integer_quot :integer_add "T" "T" "G" "C" :string_drop :string_occurencesof_char :integer_subtract) (:in1 :string_occurencesof_char :string_contains_char 0 "T" :string_from_char :string_rest :string_concat :string_replace_char :integer_mult :boolean_and "T" :string_drop :string_remove_char 0) "G" :string_contains :in1 :in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "" "T" :string_butlast "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_eq false "T" :in1 :string_contains :in1), :runtime (0.003184383999999999 0.008686415999999997 0.0031837080000000004 0.003266771999999997 0.0032386559999999986 0.0031426639999999994 0.003228224000000001), :total-error 0, :amalgamated-error 0.027930823999999993}
{:generation 148, :program (:integer_add :string_replace_char true :string_iterate (:string_reverse :boolean_and :string_contains :string_drop :integer_add) 0 :exec_dup (:string_contains_char :integer_eq :string_indexof_char :string_concat :string_from_char :in1 :integer_add false) "G" :string_nth "T" "C" :string_from_char :string_take :string_length false :string_drop :in1 true :string_rest :integer_subtract :string_eq :string_indexof_char "" :string_length :in1 :integer_quot :string_remove_char "A" :string_rest :string_parse_to_chars "" :exec_dup ("T" :integer_mult :in1 "T" :string_eq :in1 :string_butlast :string_replace_char :string_contains "T" :in1 :string_contains)), :runtime (0.0031818999999999997 0.003290212000000001 0.003354664 0.003287576 0.0032422559999999967 0.0032134880000000005 0.003190996), :total-error 0, :amalgamated-error 0.022761092}
{:generation 149, :program (:string_butlast :integer_quot 1 :string_indexof_char :string_contains :integer_add 0 "T" "T" 0 :string_length "T" :string_indexof_char "G" :in1 "C" :string_occurencesof_char "G" :string_contains_char 0 "T" 1 :string_rest :boolean_and :string_from_char :string_parse_to_chars 0 :in1 "A" 0 "C" :string_remove_char :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" 0 :string_from_char "G" "A" "T" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" :integer_quot :in1 "T" :in1 :string_contains), :runtime (0.003252552000000001 0.003316516 0.0032541120000000004 0.0033502720000000014 0.0031775400000000013 0.0032881119999999967 0.0032202079999999983), :total-error 0, :amalgamated-error 0.022859311999999996}
{:generation 150, :program (:boolean_and "A" :string_contains_char :string_butlast :string_contains :string_concat :string_contains 0 :string_contains "C" :string_contains_char :string_concat :integer_mult "" false :integer_quot "G" :in1 1 :in1 :integer_eq "A" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" true :integer_quot :boolean_not :string_nth :boolean_not :string_indexof_char :string_length :exec_dup (:string_indexof_char :string_concat :string_replace_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_mult :string_contains :boolean_not :integer_quot :integer_add "T" :string_take :integer_mult :string_take :in1 :string_contains :string_remove_char "C" "T")), :runtime (0.0032106400000000003 0.003258399999999998 0.003242699999999999 0.0032208320000000003 0.0032894079999999997 0.003215988000000001 0.0032125080000000015), :total-error 0, :amalgamated-error 0.022650476}
